"ACHMIL"	"ANTODO"	"ARRELA"	"BROERE"	"CENJAC"	"CONARV"	"CREPIS"	"DACGLO"	"DAUCAR"	"ELYREP"	"ERYNGE"	"FESARU"	"FESRUB"	"GALVER"	"GERROT"	"LEUVUL"	"LOLPER"	"LOTCOR"	"ONOREP"	"PICECH"	"PICHIE"	"PLALAN"	"POAANG"	"POAPRA"	"RANACR"	"RUMACE"	"SALPRA"	"SONCHU"	"TAROFF"	"TRIPRA"	"VERBOF"
1e-06	1e-06	1e-06	0.020828008376654	0.0115076041436549	1e-06	0.0534613328960977	0.00896357668250542	1e-06	0.0690427302342599	1e-06	1e-06	1e-06	1e-06	0.00058727776511524	1e-06	0.102762887700277	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.803505098230399	0.00662531703265708	1e-06	1e-06	1e-06	1e-06
1e-06	1e-06	1e-06	2671.44635648864	1e-06	3623.58643870343	1e-06	1e-06	1e-06	191038.572977657	85222.8559141169	1e-06	1e-06	1e-06	839.464735791847	1e-06	1e-06	1e-06	1e-06	1e-06	7728.03520343336	1326.41376747722	1e-06	44237.8201601134	1e-06	1e-06	1e-06	229244.585801567	153075.682834816	1e-06	1e-06
3571.90828379402	1e-06	1e-06	310.18659292049	1e-06	1635.57836189582	1e-06	1e-06	1e-06	7.65436531183659	650.671445289029	1e-06	536.095847448405	20.8196091328191	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	583.931385499067	562.732877543217	1e-06	1e-06	1e-06	2942.11060519531
1e-06	1e-06	1445.75317918927	676.988800494611	1e-06	1e-06	1e-06	1e-06	1e-06	2611.44919679516	1e-06	1e-06	1e-06	1e-06	1e-06	0.722852801372729	463.532270394322	1e-06	35.898873035359	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0043527529585452	1e-06	1e-06	0.0340857715500985	1e-06	0.0301210265636946	1e-06	1e-06	0.0203689503904358	1e-06	1e-06	0.0203689503904358	1e-06	1e-06	1e-06	1e-06	1e-06	0.0171001727745567	0.00202831251402189	1e-06	1e-06	1e-06	0.00696954740978892	1e-06
1e-06	1e-06	1e-06	0.0180144984769437	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0753014729537587	1e-06	1e-06	1e-06	1e-06	0.122093500506069	0.011328489227392	1e-06	1e-06	1e-06	1e-06	0.00356898900633215	1e-06	1e-06	1e-06	1e-06	0.0737825903599078	1e-06	1e-06	0.0185904031085099	1e-06
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
1e-06	1e-06	1e-06	0.0139037464972773	1e-06	1e-06	1.37928695119977	1e-06	0.0143811119903405	0.00970533789533842	0.0636041183926973	1e-06	1e-06	1e-06	0.108114214003295	0.278923494866619	1e-06	1e-06	0.0246372254193761	1e-06	0.00991824448028794	1e-06	1e-06	0.0507232731654926	0.00869460281401508	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
1e-06	1e-06	1e-06	0.00776741180965216	1e-06	1e-06	0.0727313631184687	0.00223590284823267	1e-06	0.00915122656650627	1e-06	1e-06	0.0128021496380254	1e-06	1e-06	1e-06	0.00162843730076095	1e-06	0.00184316492805462	1e-06	0.00417674588842824	1e-06	1e-06	0.0117048455252694	1e-06	1e-06	1e-06	0.00406466231290923	1e-06	1e-06	1e-06
0.0149422960044152	0.131519715041632	1e-06	1e-06	1e-06	1e-06	0.0709376196308343	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0055506918184311	1e-06	1e-06	1e-06	1e-06	0.0344640444186825	1e-06	0.00125734161685261	1e-06	1e-06	0.0157229743759416	1e-06	0.00180019086365383	0.0965994182351292	1e-06	0.003567265182141	0.00443698798801531
0.0518141417770792	1e-06	1e-06	0.0122408948963203	1e-06	1e-06	1e-06	0.00842398423801711	0.000398997483906122	1e-06	0.000217248774968674	1e-06	0.00117618572646189	1e-06	1e-06	1e-06	1e-06	1e-06	0.0044934313906585	1e-06	1e-06	1e-06	0.0211256916449122	1e-06	0.0419305054767499	1e-06	1e-06	0.0297741276119578	1e-06	0.0762491553422693	0.216003030723991
9.99999997475243e-07	1e-06	812.200400656851	3957.09668531783	1e-06	1e-06	28346.9667629441	2642.02881354607	1e-06	12843.0516196816	1271.45796987746	5064.64733224129	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	6315.08677893986	1e-06	586.64695996213	1e-06	1e-06	1e-06	3917.30100496784	1e-06	13699.8102860191	1e-06	1e-06	1e-06	17972.1588598248
0.21967409321986	1e-06	0.010744431735009	0.538094804021965	1e-06	1e-06	6.39140318590372	0.0021612366428675	1e-06	0.184203384867179	1e-06	1e-06	1e-06	2.05055687860854	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.144242001893776	1e-06	1e-06	1e-06	0.605854388918281	0.877217036401795	0.0206380620739082	1e-06	2.20751873856167	0.117646409214078	1e-06
1e-06	1e-06	0.0229380974006196	0.0471856585278142	0.039590356870614	1e-06	0.0793111101418587	1e-06	1e-06	0.0318342230975578	0.0520505681101969	1e-06	0.0473811713485339	1e-06	1e-06	0.0777655915567857	0.162005787072956	1e-06	1e-06	0.0168533634052614	0.0123073070645694	1e-06	1e-06	0.079383728382622	0.823195496760704	1e-06	1e-06	0.170342808611439	0.0718636666816769	0.00866862597518027	0.0769665101408237
1e-06	1e-06	1e-06	1e-06	2008.74196880023	1e-06	1e-06	1e-06	1e-06	242266.24821116	20281.2395936964	1e-06	77724.4326457218	1e-06	1780.40499959741	4169.87715127165	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	4169.87718512004	66471.7329148963	1e-06	993.27202286671	114461.812765288	8889.11535372212	1e-06	125394.160710708
1e-06	1e-06	1e-06	8401.91459587535	10033.1770501592	1e-06	1e-06	1e-06	4571.41227229951	102736.647276272	6620.97710788785	1e-06	8623.94205213111	1e-06	1e-06	1e-06	1e-06	1e-06	53581.4094659234	1e-06	145.086537764526	1e-06	150.591599210728	1e-06	766.481287565891	8452.73910536521	1e-06	1e-06	1e-06	1e-06	1e-06
1e-06	0.425753467097507	1e-06	0.0752262645668042	0.0300173063553929	1e-06	1e-06	1e-06	1e-06	0.119750554826587	1e-06	1e-06	1e-06	0.0525683109791574	1e-06	1e-06	0.187082691953154	1.15848689424637	0.649883764958329	1e-06	1e-06	0.0526779598613451	1e-06	0.295342702890748	1e-06	0.219735706144287	0.0713751218284388	1e-06	1e-06	1e-06	1e-06
1e-06	1e-06	1e-06	4233.13531390928	1e-06	1e-06	50431.4460449638	1e-06	1e-06	1e-06	1e-06	1526.98328019425	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	5514.85170502496	16198.9158884152	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	3452.52319783601
