"block"	"treatment"	"datapoint"	"Cb"	"Cd"	"Ci"	"Ee"	"Pg"	"Pp"	"ACHMIL"	"AGREUP"	"ARRELA"	"BROERE"	"BROMOL"	"CENJAC"	"CONARV"	"CREPIS"	"DACGLO"	"DAUCAR"	"ELYREP"	"ERYNGE"	"FESARU"	"FESRUB"	"GALMOL"	"GALVER"	"GERDIS"	"LEUVUL"	"LOLPER"	"LOTCOR"	"MALSYL"	"MEDARA"	"ONOREP"	"PICECH"	"PLALAN"	"PLAMAJ"	"POAANG"	"POAPOI"	"POAPRA"	"POTREP"	"RANACR"	"RUBFRU"	"RUMACE"	"SALPRA"	"SENJAC"	"SONCHU"	"TAROFF"	"TRIPRA"	"TRIREP"	"VERBOF"	"Total"
3	"Cb"	4	24	0	0	0	0	0	NA	NA	NA	2	NA	NA	0	NA	2	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.5	NA	NA	5.5
3	"Cb"	5	24	0	0	0	0	0	NA	NA	4	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	6.5
3	"Cb"	6	24	0	0	0	0	0	NA	NA	6	0.5	NA	NA	NA	NA	0.5	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	9
3	"Cb"	7	24	0	0	0	0	0	NA	NA	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	0	NA	NA	1	NA	0	NA	NA	NA	NA	7
3	"Cb"	8	24	0	0	0	0	0	NA	NA	2	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
3	"Cb"	9	24	0	0	0	0	0	0	NA	5	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	1	0.5	NA	NA	7.5
3	"Cb.Cd.Pg"	1	8	8	0	0	8	0	NA	NA	2	NA	NA	3	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0	NA	NA	9
3	"Cb.Cd.Pg"	2	8	8	0	0	8	0	NA	NA	4	NA	NA	2	NA	NA	1.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1.5	NA	NA	16
3	"Cb.Cd.Pg"	3	8	8	0	0	8	0	NA	NA	4	1	NA	NA	0	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
3	"Cb.Cd.Pg"	4	8	8	0	0	8	0	NA	NA	4	1	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
3	"Cb.Cd.Pg"	5	8	8	0	0	8	0	NA	NA	5	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	5.5
3	"Cb.Cd.Pg"	6	8	8	0	0	8	0	NA	NA	4	2	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	2	NA	NA	NA	NA	NA	NA	9
3	"Cb.Cd.Pg"	7	8	8	0	0	8	0	NA	NA	NA	2	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0	NA	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	8
3	"Cb.Cd.Pg"	8	8	8	0	0	8	0	NA	NA	NA	1	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
3	"Cb.Cd.Pg"	9	8	8	0	0	8	0	NA	NA	NA	2.5	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	8	NA	NA	NA	NA	NA	0.5	NA	NA	1	NA	NA	NA	NA	NA	NA	12
3	"Cb.Ci.Pg"	1	8	0	8	0	8	0	NA	NA	NA	0	NA	NA	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	2	NA	NA	6
3	"Cb.Ci.Pg"	2	8	0	8	0	8	0	NA	NA	NA	0	NA	NA	NA	NA	2	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
3	"Cb.Ci.Pg"	3	8	0	8	0	8	0	NA	NA	5	0	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	11
3	"Cb.Ci.Pg"	4	8	0	8	0	8	0	NA	NA	6	0	NA	NA	7	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	17
3	"Cb.Ci.Pg"	5	8	0	8	0	8	0	NA	NA	NA	1	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	8
3	"Cb.Ci.Pg"	6	8	0	8	0	8	0	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
3	"Cb.Ci.Pg"	7	8	0	8	0	8	0	NA	NA	NA	0	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
3	"Cb.Ci.Pg"	8	8	0	8	0	8	0	NA	NA	7	1	NA	NA	NA	NA	NA	7	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5
3	"Cb.Ci.Pg"	9	8	0	8	0	8	0	NA	NA	NA	0.5	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	2	NA	NA	6.5
3	"Cd"	1	0	24	0	0	0	0	0	NA	5	2	NA	NA	0	NA	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	12
3	"Cd"	2	0	24	0	0	0	0	0	NA	7	1	NA	NA	0	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
3	"Cd"	3	0	24	0	0	0	0	NA	NA	7	0	NA	NA	NA	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18
3	"Cd"	4	0	24	0	0	0	0	NA	NA	6	3	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	15
3	"Cd"	5	0	24	0	0	0	0	NA	NA	5	NA	0	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11
3	"Cd"	6	0	24	0	0	0	0	NA	NA	6	NA	NA	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	2	NA	NA	10
3	"Cd"	7	0	24	0	0	0	0	NA	NA	5	2	NA	NA	NA	NA	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	10
3	"Cd"	8	0	24	0	0	0	0	0	NA	5	1	NA	NA	0	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	5	NA	NA	19
3	"Cd"	9	0	24	0	0	0	0	0	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
3	"Cd.Pp.Ee"	1	0	8	0	8	0	8	NA	NA	5	3	NA	7	NA	NA	1	0	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	18
3	"Cd.Pp.Ee"	2	0	8	0	8	0	8	NA	NA	4	2	NA	NA	NA	NA	2	0	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	16
3	"Cd.Pp.Ee"	3	0	8	0	8	0	8	NA	NA	5	2	NA	NA	0	NA	2	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	13
3	"Cd.Pp.Ee"	4	0	8	0	8	0	8	NA	NA	3	2	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	4	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
3	"Cd.Pp.Ee"	5	0	8	0	8	0	8	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	0	1	NA	NA	6
3	"Cd.Pp.Ee"	6	0	8	0	8	0	8	NA	NA	5	2	NA	3	NA	NA	2	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	15
3	"Cd.Pp.Ee"	7	0	8	0	8	0	8	NA	NA	5	2	NA	3	NA	NA	2	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	15
3	"Cd.Pp.Ee"	8	0	8	0	8	0	8	NA	NA	5	2	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2.5	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	12.5
3	"Cd.Pp.Ee"	9	0	8	0	8	0	8	NA	NA	NA	1	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2
3	"Ci"	1	0	0	24	0	0	0	NA	NA	1	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
3	"Ci"	2	0	0	24	0	0	0	NA	NA	1	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	2
3	"Ci"	3	0	0	24	0	0	0	NA	NA	1	NA	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
3	"Ci"	4	0	0	24	0	0	0	NA	NA	3	0	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	11
3	"Ci"	5	0	0	24	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	7
3	"Ci"	6	0	0	24	0	0	0	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	11
3	"Ci"	7	0	0	24	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
3	"Ci"	8	0	0	24	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10
3	"Ci"	9	0	0	24	0	0	0	NA	NA	NA	0	NA	3	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0	NA	NA	8
3	"Ci.Ee.Pg"	1	0	0	8	8	8	0	NA	NA	3	NA	NA	NA	NA	NA	0	2	NA	0	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	4	4	3	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	21
3	"Ci.Ee.Pg"	2	0	0	8	8	8	0	NA	NA	1	1	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	11
3	"Ci.Ee.Pg"	3	0	0	8	8	8	0	NA	NA	1	NA	NA	NA	4	NA	1	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	2	NA	4	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
3	"Ci.Ee.Pg"	4	0	0	8	8	8	0	NA	NA	0	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
3	"Ci.Ee.Pg"	5	0	0	8	8	8	0	NA	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	7
3	"Ci.Ee.Pg"	6	0	0	8	8	8	0	NA	NA	1	1	NA	NA	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	2	NA	NA	7
3	"Ci.Ee.Pg"	7	0	0	8	8	8	0	NA	NA	0	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
3	"Ci.Ee.Pg"	8	0	0	8	8	8	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	3	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	2	NA	NA	10
3	"Ci.Ee.Pg"	9	0	0	8	8	8	0	NA	NA	1	0.5	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	6.5
3	"Ci.Pp.Ee"	1	0	0	8	8	0	8	4	NA	6	5	NA	NA	1	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	24
3	"Ci.Pp.Ee"	2	0	0	8	8	0	8	6	NA	5	4	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22
3	"Ci.Pp.Ee"	3	0	0	8	8	0	8	NA	NA	5	NA	NA	NA	2	NA	2	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	22
3	"Ci.Pp.Ee"	4	0	0	8	8	0	8	NA	NA	5	3	NA	NA	NA	NA	NA	5	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	0	NA	NA	NA	31
3	"Ci.Pp.Ee"	5	0	0	8	8	0	8	4	NA	NA	3	NA	NA	NA	NA	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	18
3	"Ci.Pp.Ee"	6	0	0	8	8	0	8	NA	NA	5	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	10
3	"Ci.Pp.Ee"	7	0	0	8	8	0	8	NA	NA	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
3	"Ci.Pp.Ee"	8	0	0	8	8	0	8	NA	NA	5	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
3	"Ci.Pp.Ee"	9	0	0	8	8	0	8	NA	NA	4	NA	NA	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	13
3	"Ci.Pp.Pg"	1	0	0	8	0	8	8	5	NA	2	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	16
3	"Ci.Pp.Pg"	2	0	0	8	0	8	8	5	NA	2	0	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	14
3	"Ci.Pp.Pg"	3	0	0	8	0	8	8	2	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	7
3	"Ci.Pp.Pg"	4	0	0	8	0	8	8	2	NA	1	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	1	NA	NA	10
3	"Ci.Pp.Pg"	5	0	0	8	0	8	8	3	NA	2	0	NA	NA	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	9
3	"Ci.Pp.Pg"	6	0	0	8	0	8	8	NA	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	13
3	"Ci.Pp.Pg"	7	0	0	8	0	8	8	0.5	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	6	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	12.5
3	"Ci.Pp.Pg"	8	0	0	8	0	8	8	NA	NA	2	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	13
3	"Ci.Pp.Pg"	9	0	0	8	0	8	8	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	2
3	"control"	1	0	0	0	0	0	0	NA	NA	NA	0	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
3	"control"	2	0	0	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	0
3	"control"	3	0	0	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0
3	"control"	4	0	0	0	0	0	0	NA	NA	NA	0	NA	NA	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	0
3	"control"	5	0	0	0	0	0	0	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0
3	"control"	6	0	0	0	0	0	0	NA	NA	0	0	NA	NA	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
3	"control"	7	0	0	0	0	0	0	NA	NA	0	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
3	"control"	8	0	0	0	0	0	0	NA	NA	0	0	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	0
3	"control"	9	0	0	0	0	0	0	NA	NA	NA	0	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
3	"Ee"	1	0	0	0	24	0	0	NA	NA	1	3.5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	2	NA	NA	7.5
3	"Ee"	2	0	0	0	24	0	0	NA	NA	1	NA	NA	NA	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	NA	0	NA	NA	2	NA	NA	NA	1	NA	NA	9
3	"Ee"	3	0	0	0	24	0	0	NA	NA	1	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	7
3	"Ee"	4	0	0	0	24	0	0	NA	NA	1	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	2
3	"Ee"	5	0	0	0	24	0	0	NA	NA	1	3	NA	NA	NA	NA	2	0	8	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	3	NA	NA	19
3	"Ee"	6	0	0	0	24	0	0	NA	NA	0	1	NA	NA	NA	NA	3	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	2	NA	0	12
3	"Ee"	7	0	0	0	24	0	0	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	NA	7
3	"Ee"	8	0	0	0	24	0	0	NA	NA	NA	3	NA	NA	NA	NA	1.5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	2	NA	NA	8.5
